section_number, image_url, image_format, image_resolution_mpp, image_width, image_height, atlas_url, atlas_format, viewer_url
1762,data2d/specimen_3/Specimen_3_1762.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1762&type=hd
1771,data2d/specimen_3/Specimen_3_1771.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1771&type=hd
1780,data2d/specimen_3/Specimen_3_1780.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1780&type=hd
1783,data2d/specimen_3/Specimen_3_1783.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1783&type=hd
1786,data2d/specimen_3/Specimen_3_1786.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1786&type=hd
1789,data2d/specimen_3/Specimen_3_1789.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1789.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1789
1792,data2d/specimen_3/Specimen_3_1792.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1792&type=hd
1798,data2d/specimen_3/Specimen_3_1798.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1798&type=hd
1801,data2d/specimen_3/Specimen_3_1801.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1801&type=hd
1804,data2d/specimen_3/Specimen_3_1804.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1804&type=hd
1807,data2d/specimen_3/Specimen_3_1807.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1807&type=hd
1819,data2d/specimen_3/Specimen_3_1819.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1819&type=hd
1822,data2d/specimen_3/Specimen_3_1822.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1822&type=hd
1834,data2d/specimen_3/Specimen_3_1834.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1834&type=hd
1843,data2d/specimen_3/Specimen_3_1843.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1843&type=hd
1849,data2d/specimen_3/Specimen_3_1849.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1849&type=hd
1852,data2d/specimen_3/Specimen_3_1852.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1852&type=hd
1855,data2d/specimen_3/Specimen_3_1855.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1855&type=hd
1861,data2d/specimen_3/Specimen_3_1861.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1861&type=hd
1864,data2d/specimen_3/Specimen_3_1864.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1864&type=hd
1867,data2d/specimen_3/Specimen_3_1867.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1867&type=hd
1870,data2d/specimen_3/Specimen_3_1870.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1870&type=hd
1873,data2d/specimen_3/Specimen_3_1873.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1873&type=hd
1879,data2d/specimen_3/Specimen_3_1879.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1879&type=hd
1885,data2d/specimen_3/Specimen_3_1885.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1885.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1885
1888,data2d/specimen_3/Specimen_3_1888.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1888&type=hd
1891,data2d/specimen_3/Specimen_3_1891.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1891&type=hd
1897,data2d/specimen_3/Specimen_3_1897.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1897&type=hd
1900,data2d/specimen_3/Specimen_3_1900.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1900&type=hd
1903,data2d/specimen_3/Specimen_3_1903.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1903&type=hd
1906,data2d/specimen_3/Specimen_3_1906.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1906&type=hd
1909,data2d/specimen_3/Specimen_3_1909.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1909&type=hd
1912,data2d/specimen_3/Specimen_3_1912.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1912.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1912
1921,data2d/specimen_3/Specimen_3_1921.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1921&type=hd
1924,data2d/specimen_3/Specimen_3_1924.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1924&type=hd
1927,data2d/specimen_3/Specimen_3_1927.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1927&type=hd
1930,data2d/specimen_3/Specimen_3_1930.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1930&type=hd
1933,data2d/specimen_3/Specimen_3_1933.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1933&type=hd
1945,data2d/specimen_3/Specimen_3_1945.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1945&type=hd
1948,data2d/specimen_3/Specimen_3_1948.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1948&type=hd
1951,data2d/specimen_3/Specimen_3_1951.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1951&type=hd
1954,data2d/specimen_3/Specimen_3_1954.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1954&type=hd
1957,data2d/specimen_3/Specimen_3_1957.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1957.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1957
1960,data2d/specimen_3/Specimen_3_1960.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1960&type=hd
1963,data2d/specimen_3/Specimen_3_1963.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1963&type=hd
1966,data2d/specimen_3/Specimen_3_1966.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1966&type=hd
1969,data2d/specimen_3/Specimen_3_1969.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1969&type=hd
1975,data2d/specimen_3/Specimen_3_1975.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1975.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1975
1978,data2d/specimen_3/Specimen_3_1978.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1978&type=hd
1981,data2d/specimen_3/Specimen_3_1981.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1981&type=hd
1990,data2d/specimen_3/Specimen_3_1990.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1990&type=hd
1993,data2d/specimen_3/Specimen_3_1993.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1993&type=hd
1996,data2d/specimen_3/Specimen_3_1996.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1996&type=hd
2002,data2d/specimen_3/Specimen_3_2002.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_2002.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2002
2005,data2d/specimen_3/Specimen_3_2005.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2005&type=hd
2008,data2d/specimen_3/Specimen_3_2008.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2008&type=hd
2011,data2d/specimen_3/Specimen_3_2011.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_2011.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2011
2014,data2d/specimen_3/Specimen_3_2014.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2014&type=hd
2017,data2d/specimen_3/Specimen_3_2017.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2017&type=hd
2020,data2d/specimen_3/Specimen_3_2020.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2020&type=hd
2023,data2d/specimen_3/Specimen_3_2023.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2023&type=hd
2026,data2d/specimen_3/Specimen_3_2026.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2026&type=hd
2032,data2d/specimen_3/Specimen_3_2032.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2032&type=hd
2035,data2d/specimen_3/Specimen_3_2035.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2035&type=hd
2038,data2d/specimen_3/Specimen_3_2038.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2038&type=hd
2041,data2d/specimen_3/Specimen_3_2041.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2041&type=hd
2044,data2d/specimen_3/Specimen_3_2044.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_2044.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2044
2047,data2d/specimen_3/Specimen_3_2047.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2047&type=hd
2053,data2d/specimen_3/Specimen_3_2053.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2053&type=hd
2056,data2d/specimen_3/Specimen_3_2056.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2056&type=hd
2062,data2d/specimen_3/Specimen_3_2062.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2062&type=hd
2065,data2d/specimen_3/Specimen_3_2065.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2065&type=hd
2068,data2d/specimen_3/Specimen_3_2068.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2068&type=hd
2071,data2d/specimen_3/Specimen_3_2071.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2071&type=hd
2074,data2d/specimen_3/Specimen_3_2074.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2074&type=hd
2077,data2d/specimen_3/Specimen_3_2077.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2077&type=hd
2080,data2d/specimen_3/Specimen_3_2080.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_2080.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2080
2083,data2d/specimen_3/Specimen_3_2083.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2083&type=hd
2086,data2d/specimen_3/Specimen_3_2086.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2086&type=hd
2089,data2d/specimen_3/Specimen_3_2089.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2089&type=hd
2092,data2d/specimen_3/Specimen_3_2092.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2092&type=hd
2095,data2d/specimen_3/Specimen_3_2095.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2095&type=hd
2098,data2d/specimen_3/Specimen_3_2098.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2098&type=hd
2101,data2d/specimen_3/Specimen_3_2101.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2101&type=hd
2104,data2d/specimen_3/Specimen_3_2104.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2104&type=hd
2107,data2d/specimen_3/Specimen_3_2107.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2107&type=hd
2110,data2d/specimen_3/Specimen_3_2110.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2110&type=hd
2113,data2d/specimen_3/Specimen_3_2113.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2113&type=hd
2116,data2d/specimen_3/Specimen_3_2116.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=2116&type=hd
